Id,Probability
1,0.08236698582868479
2,0.03325559700238646
3,0.034682427902925465
4,0.07047898102566143
5,0.0823919339781352
6,0.03765488324749852
7,0.046304498966241045
8,0.0603552033519084
9,0.03256528600473678
10,0.45211408569210215
11,0.039098834551112224
12,0.04096870442095631
13,0.034116889855370335
14,0.041720951266042555
15,0.03809483332483122
16,0.039110366822793015
17,0.03671015131887974
18,0.04103064026839287
19,0.14886460959990794
20,0.06336006787944734
21,0.039098834551112224
22,0.031988215685500865
23,0.032997241106594966
24,0.4057083657807982
25,0.06824134281607247
26,0.039048430975356443
27,0.08495877357998005
28,0.03256528600473678
29,0.07771462806068617
30,0.03967590487034814
31,0.06342323422557829
32,0.034741768533789893
33,0.034116889855370335
34,0.08013713470279188
35,0.12894541464623135
36,0.04208962086100886
37,0.04159617831594801
38,0.03276215445732561
39,0.03970570647312701
40,0.058434929906308566
41,0.05113227140100443
42,0.12036052757473474
43,0.053044035297260705
44,0.032595087607515644
45,0.060333251719476184
46,0.032371533229927085
47,0.03282651805649102
48,0.03276215445732561
49,0.04103064026839287
50,0.03592836257670836
51,0.03867976138039015
52,0.034116889855370335
53,0.039098834551112224
54,0.08198666480127674
55,0.040969427707224434
56,0.07411805650293489
57,0.03431375830795917
58,0.08273523589986269
59,0.06731337422763835
60,0.07116929202331111
61,0.032886927407420156
62,0.038901966098523394
63,0.04139930986335918
64,0.03448555945033663
65,0.04139930986335918
66,0.03448555945033663
67,0.03930411959760271
68,0.0930972371125826
69,0.032595087607515644
70,0.4512678605950142
71,0.03912894731912739
72,0.08428225453277163
73,0.031988215685500865
74,0.12703966723305518
75,0.039098834551112224
76,0.0733935986501179
77,0.04208962086100886
78,0.04159617831594801
79,0.03256528600473678
80,0.03950098805019154
81,0.03928528364294961
82,0.03847136065612053
83,0.04103064026839287
84,0.032196616409770486
85,0.039098834551112224
86,0.04139930986335918
87,0.05393076298290555
88,0.03947903641775931
89,0.04103064026839287
90,0.04120555708854948
91,0.04297438934430235
92,0.03927510103072415
93,0.039098834551112224
94,0.03628184011274266
95,0.03218508413808969
96,0.059402979722653466
97,0.03308068018222986
98,0.05089158802590764
99,0.040600034825990006
100,0.04103064026839287
101,0.08115258664962306
102,0.08241636414632941
103,0.03256528600473678
104,0.07723865686355776
105,0.06855870758006158
106,0.04103064026839287
107,0.2702967683085346
108,0.0334901955092557
109,0.031988215685500865
110,0.03950883802053818
111,0.03863550477406654
112,0.03967590487034814
113,0.04159617831594801
114,0.35504794980961374
115,0.08219506552554635
116,0.031988215685500865
117,0.03256528600473678
118,0.08219506552554635
119,0.03950883802053818
120,0.033908489131100714
121,0.03276215445732561
122,0.05841297827387633
123,0.03825530290741945
124,0.37229610563932636
125,0.03947903641775931
126,0.03218508413808969
127,0.03431375830795917
128,0.04096870442095631
129,0.03256528600473678
130,0.03947903641775931
131,0.05975618140024027
132,0.0816789354397047
133,0.032196616409770486
134,0.07210996139446924
135,0.18795577148950854
136,0.033908489131100714
137,0.12387995001659899
138,0.06812810213765871
139,0.031988215685500865
140,0.039098834551112224
141,0.032803488331785265
142,0.03448555945033663
143,0.032371533229927085
144,0.04103064026839287
145,0.23982062401481583
146,0.04103064026839287
147,0.03431375830795917
148,0.07983641307890746
149,0.034116889855370335
150,0.033058728549797634
151,0.032196616409770486
152,0.038901966098523394
153,0.032371533229927085
154,0.03256528600473678
155,0.04075264667225523
156,0.04028277679236293
157,0.06815005377009094
158,0.03256528600473678
159,0.0844128409614504
160,0.04159617831594801
161,0.031988215685500865
162,0.039048430975356443
163,0.03947903641775931
164,0.047015172415051244
165,0.040383977077288934
166,0.03928528364294961
167,0.4066964630955578
168,0.03947903641775931
169,0.12793989377240286
170,0.033908489131100714
171,0.032803488331785265
172,0.034682427902925465
173,0.040290365384559754
174,0.04802512805403863
175,0.04028277679236293
176,0.12886682144156072
177,0.04017557635301932
178,0.07250150981449012
179,0.03276215445732561
180,0.03239036918458019
181,0.07009877915901436
182,0.03955381937767616
183,0.039307235275381845
184,0.031988215685500865
185,0.0781698299924685
186,0.034938372831771945
187,0.03867976138039015
188,0.0400587941944178
189,0.08110186512046877
190,0.04159617831594801
191,0.0401871086247001
192,0.04264836021492119
193,0.03825530290741945
194,0.07652796833356658
195,0.041485625094956805
196,0.03999443059525239
197,0.032371533229927085
198,0.03329332705666687
199,0.039048430975356443
200,0.034116889855370335
201,0.0816789354397047
202,0.03419203877858617
203,0.13081439253090868
204,0.07397066896935382
205,0.03256528600473678
206,0.03256528600473678
207,0.03967590487034814
208,0.03276215445732561
209,0.0791796137385092
210,0.032371533229927085
211,0.0930972371125826
212,0.03999443059525239
213,0.034116889855370335
214,0.03410535758368955
215,0.03947903641775931
216,0.08218353325386557
217,0.03218508413808969
218,0.07878731694695923
219,0.03825530290741945
220,0.03431375830795917
221,0.04122439304320257
222,0.03218508413808969
223,0.0401871086247001
224,0.039048430975356443
225,0.03218508413808969
226,0.08134945510221189
227,0.038901966098523394
228,0.07719990476461218
229,0.07894276107091605
230,0.3199196882728517
231,0.13809932256259758
232,0.03239036918458019
233,0.031988215685500865
234,0.032196616409770486
235,0.03256528600473678
236,0.23482630783686587
237,0.07816017251422794
238,0.032371533229927085
239,0.03956535164935695
240,0.040990656053388544
241,0.08131797619258636
242,0.034116889855370335
243,0.03218508413808969
244,0.03308068018222986
245,0.08219506552554635
246,0.032595087607515644
247,0.04139930986335918
248,0.03276215445732561
249,0.03844175199925684
250,0.23911936488238011
251,0.07591809989453363
252,0.15039553500139594
253,0.03256528600473678
254,0.06335695220166822
255,0.03476345601161534
256,0.039048430975356443
257,0.04208962086100886
258,0.12752962883414354
259,0.058238061453719736
260,0.0823919339781352
261,0.039098834551112224
262,0.04101910799671209
263,0.032196616409770486
264,0.0433977632810865
265,0.0817644600831435
266,0.04159617831594801
267,0.07099437520315452
268,0.041892752408420025
269,0.1735416221817199
270,0.032595087607515644
271,0.04319604887071374
272,0.03939540864358424
273,0.032371533229927085
274,0.034116889855370335
275,0.032587237637169
276,0.041315682089184104
277,0.033058728549797634
278,0.03410535758368955
279,0.08148206698711587
280,0.03960380936785386
281,0.31073424483445017
282,0.05832935049970127
283,0.040776219337423786
284,0.034938372831771945
285,0.034116889855370335
286,0.03947903641775931
287,0.039307235275381845
288,0.06838379075990499
289,0.07694178839063708
290,0.0817644600831435
291,0.17332989545522207
292,0.03305007243407958
293,0.041720951266042555
294,0.039098834551112224
295,0.034116889855370335
296,0.04122750872098171
297,0.032803488331785265
298,0.03366560047181241
299,0.03256528600473678
300,0.034116889855370335
301,0.07089646221836779
302,0.033908489131100714
303,0.03239036918458019
304,0.032196616409770486
305,0.293794978640078
306,0.060333251719476184
307,0.032371533229927085
308,0.45211408569210215
309,0.13812127419502981
310,0.04082223954412325
311,0.3084501873746361
312,0.038901966098523394
313,0.13519529396838764
314,0.044000907976214976
315,0.043914674008285574
316,0.08276060357310148
317,0.17271714009821207
318,0.034507511082768866
319,0.03256528600473678
320,0.08293252387623992
321,0.08328747114960974
322,0.04096870442095631
323,0.03967725452980347
324,0.039910163517912677
325,0.0791796137385092
326,0.03239036918458019
327,0.03256528600473678
328,0.034291806675526934
329,0.0399109915196175
330,0.034938372831771945
331,0.04082223954412325
332,0.03907038260778868
333,0.04101910799671209
334,0.03898620266262819
335,0.05975618140024027
336,0.04358368913165579
337,0.04103064026839287
338,0.19115947390581906
339,0.03947903641775931
340,0.04103064026839287
341,0.031988215685500865
342,0.034116889855370335
343,0.03950098805019154
344,0.04291307148980559
345,0.03286497577498793
346,0.033908489131100714
347,0.2215035347006628
348,0.04046903786653644
349,0.038901966098523394
350,0.03947903641775931
351,0.07003263559767796
352,0.04038541009236138
353,0.03218508413808969
354,0.08276060357310148
355,0.03887662983297898
356,0.03239348486235931
357,0.4260481137921264
358,0.034116889855370335
359,0.07583178466293598
360,0.13678038475982743
361,0.03947903641775931
362,0.038901966098523394
363,0.03218508413808969
364,0.04082223954412325
365,0.1365116240104389
366,0.0774591035338236
367,0.04189586808619916
368,0.07589919035395282
369,0.03448555945033663
370,0.24085506514606736
371,0.040600034825990006
372,0.06887723330496583
373,0.03431375830795917
374,0.03668399361182198
375,0.03866530637684541
376,0.034116889855370335
377,0.041682493547545635
378,0.03218508413808969
379,0.04105501965255394
380,0.04096870442095631
381,0.04082223954412325
382,0.033908489131100714
383,0.07360199937438751
384,0.07086982805239071
385,0.032595087607515644
386,0.03218508413808969
387,0.031988215685500865
388,0.04016069129969095
389,0.03256528600473678
390,0.03826683517910024
391,0.03410535758368955
392,0.031988215685500865
393,0.03448555945033663
394,0.08236998234570297
395,0.03448555945033663
396,0.032791956060104474
397,0.0780989599530595
398,0.08256373512051267
399,0.034291806675526934
400,0.03959227709617307
401,0.03218508413808969
402,0.032196616409770486
403,0.03847136065612053
404,0.03256528600473678
405,0.424105812500633
406,0.3738237443628747
407,0.03847136065612053
408,0.059402979722653466
409,0.04159617831594801
410,0.039098834551112224
411,0.04159617831594801
412,0.03497900199539748
413,0.08476190512739121
414,0.04082223954412325
415,0.03218508413808969
416,0.20058021903898385
417,0.08213189917941544
418,0.03997559464059929
419,0.034116889855370335
420,0.04103064026839287
421,0.034116889855370335
422,0.03256528600473678
423,0.04040754974245748
424,0.0366837294572152
425,0.03265160123633442
426,0.032196616409770486
427,0.033555287453513924
428,0.03805843445483062
429,0.08265005035211029
430,0.03629337238442345
431,0.13812127419502981
432,0.03256528600473678
433,0.04101910799671209
434,0.03928528364294961
435,0.04109347737105086
436,0.03959227709617307
437,0.05267536570229442
438,0.0823919339781352
439,0.03218508413808969
440,0.041720951266042555
441,0.03947903641775931
442,0.03959227709617307
443,0.041341212979969864
444,0.031988215685500865
445,0.06875557603265041
446,0.08093965027784705
447,0.034116889855370335
448,0.08495877357998005
449,0.04159617831594801
450,0.033908489131100714
451,0.03267852668315054
452,0.03256528600473678
453,0.06464145381664879
454,0.03947903641775931
455,0.048028243731817764
456,0.04028277679236293
457,0.08169817805923345
458,0.03993402124432324
459,0.08232999813069863
460,0.04096870442095631
461,0.03950098805019154
462,0.046928857183453604
463,0.033908489131100714
464,0.08176011390667001
465,0.03993268769373101
466,0.0324432005120648
467,0.031988215685500865
468,0.04159617831594801
469,0.034116889855370335
470,0.13768632257615349
471,0.03282651805649102
472,0.03436156666714281
473,0.13005979490108113
474,0.04301702980988749
475,0.03928528364294961
476,0.034116889855370335
477,0.03256528600473678
478,0.032587237637169
479,0.05803277640722925
480,0.032803488331785265
481,0.03590567599522904
482,0.034116889855370335
483,0.07626985195959148
484,0.045963505372375264
485,0.032371533229927085
486,0.09431819408328204
487,0.07563803188812629
488,0.045888457087172006
489,0.1952089157719784
490,0.07820487148997116
491,0.031988215685500865
492,0.041341212979969864
493,0.34939033698606436
494,0.039048430975356443
495,0.16115817643681105
496,0.0366837294572152
497,0.03256528600473678
498,0.04103064026839287
499,0.07116929202331111
500,0.034741768533789893
501,0.04028277679236293
